0,36508
1,24645
2,23755
3,23532
4,23111
5,23412
6,23713
7,23357
8,23657
9,23251
10,23552
11,23211
12,23512
13,23813
14,23472
15,23773
16,23351
17,23652
18,23311
19,23612
20,23191
21,24214
22,23873
23,23443
24,23737
25,23316
26,23675
27,23973
28,23571
29,23216
30,23537
31,23834
32,23494
33,23795
34,23374
35,23675
36,23334
37,23635
38,23213
39,23531
40,23191
41,23492
42,23792
43,23372
44,23753
45,23332
46,23632
47,23291
48,23592
49,23893
50,23472
51,23853
52,23432
53,23732
54,23311
55,23692
56,23256
57,23557
58,23858
59,23517
60,23818
61,23396
62,23777
63,23356
64,23657
65,23236
66,23599
67,23880
68,23504
69,23819
70,23399
71,23780
72,23374
73,23675
74,23334
75,23635
76,23213
77,23514
78,23895
79,23474
80,23775
81,23354
82,23735
83,23314
84,23614
85,23915
86,23574
87,23875
88,23454
89,23835
90,23414
91,23714
92,23293
93,23674
94,23253
95,23554
96,23855
97,23514
98,23815
99,23393
100,23774
101,23353
102,23654
103,23955
104,23614
105,23920
106,23477
107,23822
108,23386
109,23718
110,23329
111,23630
112,23289
113,23590
114,23890
115,23549
116,23850
117,23429
118,23730
119,23389
120,23690
121,23268
122,23554
123,23935
124,23514
125,23815
126,23394
127,23775
128,23353
129,23654
130,23313
131,23614
132,23915
133,23509
134,23890
135,23469
136,23769
137,23348
138,23729
139,23308
140,23609
141,23910
142,23569
143,23870
144,23449
145,23829
146,23389
147,23737
148,23346
149,23647
150,23948
151,23526
152,23907
153,23486
154,23787
155,23366
156,23747
157,23327
158,23627
159,23927
160,23587
161,23887
162,23467
163,23848
164,23427
165,23728
166,23306
167,23687
168,23266
169,23567
170,23868
171,23527
172,23828
173,23407
174,23707
175,23366
176,23667
177,23246
178,23627
179,23928
180,23507
181,23807
182,23466
183,23767
184,23346
185,23647
186,23286
187,23607
188,23943
189,23521
190,23822
191,23481
192,23782
193,23361
194,23662
195,23322
196,23622
197,23922
198,23502
199,23897
200,23462
201,23763
202,23422
203,23723
204,23301
205,23602
206,23261
207,23562
208,23863
209,23442
210,23823
211,23402
212,23702
213,23281
214,23662
215,23963
216,23542
217,23923
218,23502
219,23802
220,23381
221,23762
222,23341
223,23642
224,23943
225,23602
226,23882
227,24156
228,23842
229,23421
230,23722
231,23301
232,23682
233,23983
234,23561
235,23942
236,23537
237,23822
238,23402
239,23782
240,23362
241,23662
242,23962
243,23622
244,23923
245,23502
246,23803
247,23462
248,23763
249,23341
250,23722
251,23301
252,23602
253,23903
254,23562
255,23863
256,23442
257,23742
258,23401
259,23702
260,24003
261,23582
262,23963
263,23542
264,23842
265,23501
266,23782
267,24118
268,23727
269,23306
270,23607
271,23988
272,23566
273,23867
274,23446
275,23827
276,23407
277,23707
278,24008
279,23668
280,23967
281,23547
282,23928
283,23507
284,23808
285,23387
286,23768
287,23346
288,23647
289,23948
290,23607
291,23908
292,23487
293,23788
294,23447
295,23747
296,23326
297,23707
298,24008
299,23587
300,23888
301,23547
302,23847
303,23426
304,23727
305,23386
306,23667
307,23948
308,23632
309,23933
310,23511
311,23812
312,23471
313,23772
314,23352
315,23732
316,24033
317,23612
318,23912
319,23572
320,23873
321,23452
322,23753
323,23412
324,23713
325,24013
326,23592
327,23973
328,23552
329,23853
330,23512
331,23813
332,23391
333,23692
334,23351
335,23652
336,23953
337,23532
338,23913
339,23492
340,23792
341,23371
342,23752
343,24053
344,23632
345,24013
346,24740
347,23795
348,23431
349,23762
350,23322
351,23629
352,23294
353,23600
354,23905
355,23489
356,23795
357,23459
358,23765
359,23349
360,23655
361,23319
362,23625
363,23930
364,23514
365,23820
366,23484
367,23790
368,23374
369,23680
370,23261
371,23649
372,23953
373,23539
374,23843
375,23429
376,23815
377,23399
378,23704
379,23288
380,23594
381,23980
382,23564
383,23870
384,23454
385,23759
386,23426
387,23670
388,23364
389,23649
390,23955
391,23540
392,23844
393,24230
394,23813
395,23399
396,23703
397,23369
398,23672
399,23981
400,23562
401,23870
402,23532
403,23840
404,23422
405,23730
406,23311
407,23700
408,24003
409,23589
410,23895
411,23479
412,23865
413,23449
414,23755
415,23338
416,23644
417,23308
418,23614
419,23920
420,23504
421,23810
422,23474
423,23779
424,23363
425,23669
426,23978
427,23622
428,23938
429,23524
430,23829
431,23412
432,23799
433,23382
434,23690
435,23992
436,23660
437,23963
438,23549
439,23853
440,23439
441,23823
442,23409
443,23712
444,23299
445,23602
446,23990
447,23572
448,23880
449,23462
450,23770
451,23431
452,23740
453,23321
454,23629
455,23933
456,23599
457,23903
458,23489
459,23792
460,23378
461,23762
462,23348
463,23652
464,23960
465,23541
466,23932
467,24231
468,23842
469,23412
470,23719
471,23382
472,23690
473,23992
474,23580
475,23883
476,23549
477,23853
478,23439
479,23743
480,23329
481,23712
482,24021
483,23602
484,23910
485,23492
486,23880
487,23462
488,23770
489,23351
490,23659
491,23321
492,23629
493,23933
494,23519
495,23822
496,23489
497,23792
498,23378
499,23682
500,23990
501,23652
502,23960
503,23541
504,23850
505,23431
506,23822
507,24123
508,23744
509,24023
510,23610
511,23992
512,23580
513,23898
514,23469
515,23773
516,23439
517,23743
518,24051
519,23632
520,23940
521,23604
522,23910
523,23494
524,23800
525,23384
526,23770
527,23354
528,23659
529,23963
530,23549
531,23933
532,23519
533,23825
534,23409
535,23714
536,23378
537,23682
538,23990
539,23572
540,23960
541,23541
542,23850
543,23431
544,23739
545,23401
546,23712
547,24071
548,23612
549,23892
550,23575
551,23862
552,23449
553,23753
554,23419
555,23723
556,24031
557,23612
558,23920
559,23502
560,23890
561,23472
562,23780
563,24083
564,23750
565,24053
566,23639
567,23943
568,23529
569,23913
570,23499
571,23802
572,23389
573,23692
574,24080
575,23662
576,23970
577,23552
578,23860
579,23521
580,23830
581,23411
582,23719
583,24023
584,23689
585,23980
586,23566
587,23950
588,23491
589,23839
590,23424
591,23730
592,24035
593,23632
594,24021
595,23605
596,23910
597,23494
598,23800
599,23464
600,23770
601,24073
602,23660
603,23963
604,23629
605,23933
606,23519
607,23823
608,23489
609,23792
610,24101
611,23682
612,23990
613,23652
614,23960
615,23542
616,23850
617,23431
618,23820
619,24123
620,23709
621,24013
622,23599
623,23983
624,23569
625,23872
626,23462
627,23820
628,23441
629,23722
630,24030
631,23612
632,24000
633,23582
634,23890
635,23472
636,23780
637,23442
638,23750
639,24053
640,23640
641,23943
642,23609
643,23913
644,23499
645,23803
646,24111
647,23772
648,24081
649,23662
650,23970
651,23552
652,23940
653,23522
654,23830
655,23414
656,23719
657,24103
658,23689
659,23993
660,23579
661,23882
662,23549
663,23852
664,24160
665,23742
666,24053
667,23700
668,24038
669,23600
670,23902
671,23570
672,23873
673,23459
674,23763
675,24071
676,23733
677,24041
678,23622
679,23930
680,23512
681,23900
682,23482
683,23790
684,24093
685,23680
686,24063
687,23649
688,23953
689,23539
690,23843
691,23509
692,23812
693,24121
694,23702
695,24010
696,23672
697,23980
698,23562
699,23870
700,23451
701,23840
702,24143
703,23729
704,24033
705,23699
706,24008
707,24351
708,23968
709,23529
710,23833
711,24140
712,23723
713,24110
714,23695
715,24001
716,23584
717,23890
718,23554
719,23860
720,24166
721,23750
722,24053
723,23720
724,24025
725,23609
726,23915
727,23499
728,23885
729,24191
730,23772
731,24080
732,23662
733,24050
734,23632
735,23940
736,23521
737,23830
738,23491
739,23799
740,24103
741,23689
742,23993
743,23659
744,23962
745,23549
746,25221
747,24221
748,23840
749,24120
750,23703
751,24010
752,23672
753,23981
754,23562
755,23870
756,24895
757,24561
758,24865
759,23730
760,24033
761,23619
762,24003
763,23589
764,24615
765,24923
766,24504
767,24893
768,23752
769,24060
770,23642
771,24672
772,23612
773,23920
774,23501
775,24532
776,24835
777,23779
778,24807
779,24391
780,23975
781,24361
782,24664
783,24251
784,24556
785,24862
786,27745
787,24715
788,24429
789,24013
790,23600
791,24624
792,27177
793,24596
794,24184
795,23762
796,24870
797,23732
798,26925
799,23622
800,24652
801,23592
802,23900
803,24206
804,26679
805,24815
806,24479
807,24063
808,23647
809,23953
810,25704
811,24645
812,24231
813,23815
814,24845
815,23702
816,24088
817,24394
818,24700
819,24284
820,23870
821,24976
822,26726
823,24145
824,24454
825,24033
826,25777
827,24737
828,27225
829,24621
830,24203
831,23790
832,24895
833,23760
834,25506
835,23650
836,24674
837,22897
838,24644
839,24231
840,24535
841,24907
842,24492
843,24076
844,24381
845,24687
846,25794
847,23935
848,24963
849,23840
850,24146
851,24532
852,25556
853,23699
854,24725
855,23589
856,23975
857,24281
858,25306
859,24170
860,23752
861,24862
862,24444
863,24752
864,27235
865,24642
866,24945
867,23880
868,23501
869,23783
870,24090
871,23753
872,24061
873,22920
874,23950
875,24975
876,23920
877,27111
878,24532
879,24113
880,24422
881,24805
882,23669
883,27582
884,25002
885,23863
886,24973
887,23832
888,24141
889,26609
890,24752
891,23692
892,23278
893,23582
894,23890
895,27080
896,23860
897,24885
898,23028
899,24053
900,24441
901,27647
902,23609
903,23912
904,24220
905,24606
906,26308
907,27379
908,24105
909,23665
910,24772
911,23632
912,23940
913,27852
914,23830
915,24216
916,23800
917,24106
918,23690
919,26882
920,24381
921,24685
922,24271
923,24575
924,24883
925,27431
926,24853
927,23712
928,23298
929,23602
930,23990
931,27181
932,23880
933,24905
934,23769
935,24153
936,24461
937,26208
938,23629
939,23932
940,23599
941,24624
942,24210
943,26679
944,24180
945,23763
946,26178
